epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
237,284.14,1.08151,1.43355,0.21113,0.6537,1.0346,0.44043,0.56858,0.53435,0.31264,0.38907,0.38571,0.39596,0.29812,1.42838,2.3956,0.09928,0.94106,1.13215,0.00127752,0.00127752,0.00127752
238,285.315,1.11748,1.42764,0.22484,0.65696,1.04458,0.4237,0.56468,0.53627,0.30992,0.39436,0.40476,0.42086,0.30668,1.44113,2.2756,0.09957,0.92127,1.13245,0.00127587,0.00127587,0.00127587
239,286.488,1.06828,1.42123,0.22329,0.63747,1.02045,0.46496,0.61071,0.52787,0.30721,0.38744,0.5119,0.42616,0.30623,1.47156,2.32319,0.09954,0.91152,1.14713,0.00127422,0.00127422,0.00127422
240,287.673,1.12194,1.41283,0.20759,0.67326,1.0235,0.44533,0.60595,0.52506,0.31313,0.36314,0.49286,0.41225,0.30091,1.4258,2.4181,0.09883,0.91341,1.13384,0.00127257,0.00127257,0.00127257
241,288.811,1.06726,1.4049,0.20495,0.64831,1.00807,0.44533,0.60595,0.52506,0.31313,0.36314,0.49286,0.41225,0.30091,1.4258,2.4181,0.09883,0.91341,1.13384,0.00127092,0.00127092,0.00127092
242,289.984,1.05877,1.34576,0.20876,0.63586,1.02686,0.41996,0.60595,0.52134,0.31783,0.35351,0.4881,0.406,0.29785,1.395,2.48683,0.09725,0.93474,1.12887,0.00126927,0.00126927,0.00126927
243,291.238,1.04656,1.32229,0.22542,0.63437,1.03132,0.47959,0.66624,0.52121,0.31833,0.37368,0.4904,0.40595,0.29278,1.40714,2.53949,0.09739,0.97004,1.14454,0.00126762,0.00126762,0.00126762
244,292.475,1.13901,1.39251,0.19654,0.65471,1.03227,0.50429,0.68452,0.53,0.31912,0.40732,0.53452,0.40788,0.29887,1.41059,2.43365,0.09781,0.96652,1.142,0.00126597,0.00126597,0.00126597
245,293.65,1.11209,1.27966,0.25126,0.66708,1.03918,0.50429,0.68452,0.53,0.31912,0.40732,0.53452,0.40788,0.29887,1.41059,2.43365,0.09781,0.96652,1.142,0.00126432,0.00126432,0.00126432
246,294.832,1.07133,1.46218,0.22668,0.6631,1.0157,0.50215,0.68653,0.53183,0.31426,0.41449,0.52976,0.39951,0.28414,1.41963,2.47545,0.09791,0.98099,1.14884,0.00126267,0.00126267,0.00126267
247,296.031,1.04934,1.50627,0.21363,0.62927,1.01787,0.50704,0.67976,0.52691,0.3034,0.41226,0.52498,0.37,0.26747,1.44613,2.62044,0.0976,0.99928,1.17079,0.00126102,0.00126102,0.00126102
248,297.229,1.13939,1.38348,0.17452,0.6419,1.01096,0.47006,0.64286,0.50749,0.29095,0.39175,0.49816,0.35736,0.26217,1.43641,2.68806,0.09667,1.0147,1.16576,0.00125937,0.00125937,0.00125937
249,298.389,1.09294,1.39737,0.18598,0.65269,1.02617,0.47006,0.64286,0.50749,0.29095,0.39175,0.49816,0.35736,0.26217,1.43641,2.68806,0.09667,1.0147,1.16576,0.00125772,0.00125772,0.00125772
250,299.779,1.08874,1.31086,0.21595,0.64322,1.05368,0.43714,0.55952,0.49104,0.29736,0.38442,0.49286,0.38444,0.27585,1.39226,2.5586,0.09642,0.98943,1.12904,0.00125607,0.00125607,0.00125607
251,300.967,1.10099,1.43663,0.20831,0.64868,1.00714,0.41626,0.55165,0.49822,0.30002,0.35439,0.46637,0.39633,0.29191,1.3985,2.35394,0.09503,0.94802,1.11881,0.00125442,0.00125442,0.00125442
252,302.302,1.11613,1.34997,0.25275,0.68267,1.07745,0.40535,0.5369,0.50146,0.30051,0.35958,0.47024,0.39877,0.28566,1.41251,2.32242,0.09355,0.9408,1.12222,0.00125277,0.00125277,0.00125277
253,303.603,1.07128,1.21981,0.1931,0.63576,0.99327,0.40535,0.5369,0.50146,0.30051,0.35958,0.47024,0.39877,0.28566,1.41251,2.32242,0.09355,0.9408,1.12222,0.00125112,0.00125112,0.00125112
254,304.937,1.07952,1.24539,0.20925,0.67804,1.01126,0.44032,0.57677,0.50448,0.29785,0.38992,0.49286,0.38464,0.27731,1.39112,2.45287,0.09429,0.93208,1.12391,0.00124947,0.00124947,0.00124947
